Disruption ID,Begin,End,Last Update,Cause,Severity,Title,Message,Tags,LastUpdate
c93651f0-2002-11ef-9544-0a58a9feac02,2024-06-01T05:38:00.000+02:00,2024-12-31T03:45:00.000+01:00,20240601T123621,TRAVAUX,BLOQUANTE,Bus 143 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Le Bourget-RER de la ligne 143 n'est pas desservi en direction de La Courneuve – Aubervilliers <RER>. Reprise estimée : mardi 31 décembre 2024, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-06-01T12:36:21.000+02:00
e9a971d2-2008-11ef-98ab-0a58a9feac02,2024-04-09T15:02:00.000+02:00,2025-01-01T03:45:00.000+01:00,20240601T132012,TRAVAUX,BLOQUANTE,Bus 191 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 191 est déviée : les arrêts situés entre Rond-Point Henri Barbusse et Alexis Martin ne sont plus desservis en direction de Porte de Vanves. Reprise estimée : mercredi 1 janvier 2025, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",,2024-06-01T13:20:12.000+02:00
bf6f111e-2009-11ef-9544-0a58a9feac02,2024-07-01T04:45:00.000+02:00,2024-09-23T05:15:00.000+02:00,20240601T132611,PERTURBATION,BLOQUANTE,"Champs-Élysées - Clemenceau : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Du lundi 1er juillet au dimanche 22 septembre, les accès à la station Champs-Élysées - Clemenceau seront fermés. Les correspondances dans la station seront impossibles.<br>Raison : jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>",Actualité,2024-06-01T13:26:11.000+02:00
03a00b3c-473a-11ec-b1d2-005056a44da2,2021-11-17T00:00:00.000+01:00,2024-09-30T23:59:00.000+02:00,20240404T113150,PERTURBATION,PERTURBEE,Arrêt provisoire Triangle de Gonesse,"\"<p>&nbsp;</p><p><br>&nbsp;</p><p>L'arrêt Triangle de Gonesse sur la ligne 20 sera accessible aux ouvriers du chantier présent dans le secteur à partir du 17 novembre 2021. L'arrêt sera uniquement sur demande des ouvriers auprès du conducteur.</p><p><br>&nbsp;</p><p>Nous vous remercions de votre compréhension.&nbsp;</p><p><br>&nbsp;</p><p><a href=\"\"https://www.transdev-idf.com/horaire-ligne-20-transvo_050\"\">En savoir plus sur cette information.</a></p><p>&nbsp;</p>\"",,2024-04-04T11:31:50.000+02:00
c6c562de-9af9-11ec-bc67-005056a44da2,2022-03-04T07:00:00.000+01:00,2024-12-31T23:59:00.000+01:00,20240531T180609,PERTURBATION,PERTURBEE,Difficultés de circulation à Ris-Orangis,"<p>En raison de difficultés de circulation à Ris-Orangis, les arrêts George Sand et Avenue de l'Essonne ne seront pas desservis à partir du 7 mars 2022 pour une durée indéfinie. Arrêts de report : Salvador Allende, Sacré Cœur (407S) et Daumesnil (407).&nbsp;</p>",,2024-05-31T18:06:09.000+02:00
aafdee10-c48c-11ec-8971-005056a47b86,2022-04-27T05:00:00.000+02:00,2026-08-30T15:30:00.000+02:00,20240404T113304,PERTURBATION,PERTURBEE,Déplacement arrêt CEA PORTE NORD,<p>L'arrêt CEA Porte Nord sera déplacé sur la RD 36 du 27/04/2022 au 30/08/2026<br>&nbsp;</p><p>Nous vous invitons à consulter notre site internet et notre compte Twitter pour avoir plus d'informations.</p>,,2024-04-04T11:33:04.000+02:00
ce366250-c585-11ec-99ef-005056a44da2,2022-04-27T00:00:00.000+02:00,2026-08-30T23:59:00.000+02:00,20240402T183325,PERTURBATION,PERTURBEE,L9110 L9111 CEA PORTE NORD,"\"<p>&nbsp;</p><p>En raison de travaux concernant la gare CEA à l'arrêt 'Christ de Saclay',</p><p>l'arrêt \"\"CEA PORTE NORD\"\" est déplacé</p><p>du mercredi 27 avril 2022 au dimanche 30 août 2026.</p><p><a href=\"\"https://www.transdev-idf.com/horaire-ligne-9110-albatrans_006\"\">En savoir plus sur cette information.</a></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>\"",,2024-04-02T18:33:25.000+02:00
0e882ce4-ac5d-11ed-af27-0a58a9feac02,2023-02-22T12:40:00.000+01:00,2024-12-29T14:40:00.000+01:00,20240402T183203,TRAVAUX,PERTURBEE,Keolis CIF bus 38 49 50 : Arrêt MASCRÉE ne sera pas desservi,"\"<p>En raison de travaux de voirie Route de Giez à Viarmes, l’arrêt MASCRÉE ne sera pas desservi.</p><p><strong>Du lundi 27 février 2023 jusqu’à la fin des travaux</strong></p><p>Veuillez-vous reporter au poteau provisoire situé au stop Route de Giez comme indiqué ci-dessous</p><p><a href=\"\"https://www.keolis-cif.com/detail-info-trafic/?Arr%C3%AAt-MASCR%C3%89E-ne-sera-pas-desservi#121895225\"\">En savoir plus</a><br>&nbsp;</p><p>&nbsp;</p>\"",Actualité,2024-04-02T18:32:03.000+02:00
ddd3118e-1eaf-11ee-9a06-0a58a9feac02,2023-07-10T04:00:00.000+02:00,2024-12-31T23:59:00.000+01:00,20240402T182801,TRAVAUX,PERTURBEE,9105 Tzen4 (à partir du 10/07/23) (82),"<p>En raison des travaux de mise en place du Tzen4 à <i><strong>Evry-Courcouronnes</strong></i>,</p><h2><strong>L'arrêt 'Gare d'Evry-Courcouronnes Centre Niveau 1' ne sera pas desservi.</strong></h2><h2><strong><u>A partir du lundi 10 juillet 2023, et ce, jusqu'à la fin des travaux</u></strong></h2><p>Fi_2023_082</p>",Actualité,2024-04-02T18:28:01.000+02:00
83d02374-2bcb-11ee-96dd-0a58a9feac02,2023-07-31T00:00:00.000+02:00,2024-08-31T23:59:00.000+02:00,20240404T145823,PERTURBATION,PERTURBEE,InfoTrafic - Ligne B - Du 31 Juillet 2023 au 31 Août 2023,"<p>InfoTrafic - Ligne B - Du 31 Juillet 2023 au 31 Août 2023</p><p>En raison de travaux, la rue des Saules à Montgeron sera interdite à la circulation en direction de Gare de Vigneux-sur-Seine</p><p><strong>❌Les arrêts Narcisses et André Malraux ne seront pas desservis en direction de Gare de Vigneux-sur-Seine</strong></p><p><strong>✅Report aux arrêts Bluets et Prairie de l'Oly</strong></p><p>Veuillez nous excuser de la gêne occasionnée</p>",Actualité,2024-04-04T14:58:23.000+02:00
